15	20	0.248306	0.055896
20	25	0.259271	0.057549
25	30	0.269432	0.067802
30	35	0.274294	0.0481
35	40	0.283282	0.051002
40	45	0.282977	0.073549
45	50	0.269981	0.075409
50	55	0.299994	0.043912
55	60	0.272753	0.07441
60	65	0.33206	0.086639
65	70	0.330606	0.113895
70	75	0.282414	0.117114
75	80	0.296909	0.081715
80	85	0.364792	0.175006
85	90	0.256701	0.116415
90	95	0.284172	0.087757
95	100	0.354878	0.107867
# END HISTOGRAM

# BEGIN HISTOGRAM pdifnchg
ErrorBars=1
PolyMarker=*
Title=TransDIF Region Charged Particle Density dpT/deta dphi
0	5	1.	1.
5	10	1.	1.
10	15	1.	1.
15	20	1.	1.
20	25	1.	1.
25	30	1.	1.
30	35	1.	1.
35	40	1.	1.
40	45	1.	1.
45	50	1.	1.
50	55	1.	1.
55	60	1.	1.
60	65	1.	1.
65	70	1.	1.
70	75	1.	1.
75	80	1.	1.
80	85	1.	1.
85	90	1.	1.
90	95	1.	1.
95	100	1.	1.
# END HISTOGRAM

# BEGIN HISTOGRAM anchg
ErrorBars=1
PolyMarker=*
Title=Away Region Charged Particle Density dpT/deta dphi
0	5	0.486882	0.033712
5	10	0.664962	0.030201
10	15	0.851113	0.027811
15	20	1.022872	0.027655
20	25	1.167422	0.033574
25	30	1.310917	0.032239
30	35	1.427107	0.042026
35	40	1.537229	0.048104
40	45	1.59878	0.054693
45	50	1.739524	0.0651
50	55	1.781017	0.074037
55	60	1.877647	0.087225
60	65	2.022402	0.097893
65	70	2.059067	0.11277
70	75	2.121736	0.131604
75	80	2.313125	0.153275
80	85	2.346208	0.188234
85	90	2.223688	0.198621
90	95	2.391968	0.231219
95	100	2.674708	0.259181
# END HISTOGRAM




# BEGIN HISTOGRAM tcptsum
ErrorBars=1
PolyMarker=*
Title=Toward Region Charged pT Sum Density dpT/deta dphi
0	5	0.393518	0.03451
5	10	0.420491	0.037838
10	15	0.441382	0.037244
15	20	0.466674	0.04225
20	25	0.488703	0.04694
25	30	0.521995	0.034412
30	35	0.558309	0.051983
35	40	0.556142	0.069268
40	45	0.624332	0.062531
45	50	0.579718	0.076768
50	55	0.661404	0.128346
55	60	0.598869	0.074299
60	65	0.757249	0.141355
65	70	0.625478	0.128585
70	75	0.649719	0.178431
75	80	0.734957	0.177753
80	85	0.738952	0.185608
85	90	0.79188	0.210908
90	95	0.895497	0.234016
95	100	0.728358	0.3568
# END HISTOGRAM

# BEGIN HISTOGRAM pcptsum
ErrorBars=1
PolyMarker=*
Title=Transverse Region Charged pT Sum Density dpT/deta dphi
0	5	0.435353	0.033201
5	10	0.476574	0.035259
10	15	0.539774	0.032616
15	20	0.58586	0.035985
20	25	0.635768	0.040039
25	30	0.726045	0.044749
30	35	0.72827	0.058797
35	40	0.758152	0.075726
40	45	0.816635	0.081684
45	50	0.826132	0.105806
50	55	0.918274	0.143548
55	60	0.912018	0.141009
60	65	1.003324	0.13402
65	70	1.109576	0.18667
70	75	1.118531	0.318298
75	80	1.184121	0.223088
80	85	1.355219	0.486744
85	90	1.005107	0.340244
90	95	0.899535	0.201231
95	100	1.228571	0.360561
# END HISTOGRAM

# BEGIN HISTOGRAM pmaxcptsum
ErrorBars=1
PolyMarker=*
Title=TransMAX Region Charged pT Sum Density dpT/deta dphi
0	5	0.682521	0.029262
5	10	0.747338	0.029862
10	15	0.844706	0.031363
15	20	0.931457	0.040469
20	25	1.012554	0.045016
25	30	1.174713	0.059538
30	35	1.165724	0.081922
35	40	1.210065	0.100767
40	45	1.32469	0.117749
45	50	1.370427	0.160439
50	55	1.535381	0.206598
55	60	1.518061	0.204742
60	65	1.660973	0.227768
65	70	1.867771	0.324943
70	75	1.875308	0.505442
75	80	2.005456	0.391962
80	85	2.132673	0.691309
85	90	1.78453	0.604915
90	95	1.427561	0.30759
95	100	1.946477	0.570819
# END HISTOGRAM

# BEGIN HISTOGRAM pmincptsum
ErrorBars=1
PolyMarker=*
Title=TransMIN Region Charged pT Sum Density dpT/deta dphi
0	5	0.186298	0.039296
5	10	0.206169	0.05788
10	15	0.235472	0.046417
15	20	0.240272	0.048383
20	25	0.25921	0.050868
25	30	0.277196	0.05947
30	35	0.291482	0.03839
35	40	0.307016	0.069879
40	45	0.309257	0.112795
45	50	0.28134	0.090005
50	55	0.301115	0.093833
55	60	0.305107	0.185526
60	65	0.346003	0.095723
65	70	0.351494	0.156356
70	75	0.364041	0.159212
75	80	0.355573	0.101484
80	85	0.604039	0.377265
85	90	0.233006	0.142828
90	95	0.388592	0.158239
95	100	0.52691	0.313929
# END HISTOGRAM

# BEGIN HISTOGRAM pdifcptsum
ErrorBars=1
PolyMarker=*
Title=TransDIF Region Charged pT Sum Density dpT/deta dphi
0	5	0.496223	0.048994
5	10	0.541169	0.065129
10	15	0.609234	0.056019
15	20	0.691185	0.063076
20	25	0.753344	0.067926
25	30	0.897517	0.084151
30	35	0.874242	0.090471
35	40	0.903049	0.122625
40	45	1.015433	0.163056
45	50	1.089087	0.183960
50	55	1.234266	0.226908
55	60	1.212954	0.276295
60	65	1.31497	0.247065
65	70	1.516277	0.360603
70	75	1.511267	0.529924
75	80	1.649883	0.404886
80	85	1.528634	0.787551
85	90	1.551524	0.621548
90	95	1.038969	0.345906
95	100	1.419567	0.651448
# END HISTOGRAM

# BEGIN HISTOGRAM acptsum
ErrorBars=1
PolyMarker=*
Title=Away Region Charged pT Sum Density dpT/deta dphi
0	5	0.49828	0.032182
5	10	0.748463	0.026186
10	15	1.10664	0.026554
15	20	1.511777	0.029158
20	25	1.953986	0.044708
25	30	2.410755	0.061629
30	35	2.806844	0.086266
35	40	3.435244	0.116663
40	45	3.736872	0.145178
45	50	4.354338	0.184326
50	55	4.852975	0.247982
55	60	5.204942	0.278039
60	65	6.124513	0.36569
65	70	6.7219	0.453112
70	75	7.137591	0.576299
75	80	7.803639	0.604408
80	85	8.326511	0.768287
85	90	8.683425	0.831823
90	95	8.792476	0.948472
95	100	10.454969	1.098841
# END HISTOGRAM



# BEGIN HISTOGRAM tcptave
ErrorBars=1
PolyMarker=*
Title=Toward Region Charged pT Average (NChg > 0)
0	5	0.962479	0.009494
5	10	0.983285	0.012364
10	15	1.003831	0.015091
15	20	1.017353	0.023568
20	25	1.025372	0.023243
25	30	1.05093	0.026503
30	35	1.061525	0.042759
35	40	1.052937	0.042902
40	45	1.119506	0.061264
45	50	1.065805	0.079399
50	55	1.049046	0.059243
55	60	1.033265	0.055307
60	65	1.180433	0.136818
65	70	1.029608	0.07446
70	75	1.163404	0.135485
75	80	1.250588	0.180895
80	85	1.099546	0.11466
85	90	1.237109	0.245494
90	95	1.226441	0.171063
95	100	1.230726	0.23487
# END HISTOGRAM

# BEGIN HISTOGRAM pcptave
ErrorBars=1
PolyMarker=*
Title=Transverse Region Charged pT Average (NChg > 0)
0	5	0.968115	0.011853
5	10	0.980862	0.007551
10	15	1.027762	0.015244
15	20	1.057594	0.029479
20	25	1.083772	0.020892
25	30	1.119088	0.030729
30	35	1.127434	0.038913
35	40	1.148774	0.042751
40	45	1.141964	0.047243
45	50	1.172658	0.05455
50	55	1.202899	0.066749
55	60	1.239558	0.085639
60	65	1.230943	0.097713
65	70	1.35404	0.133989
70	75	1.438946	0.207718
75	80	1.352431	0.17503
80	85	1.360674	0.188
85	90	1.270004	0.16997
90	95	1.22949	0.154037
95	100	1.302693	0.18391
# END HISTOGRAM

# BEGIN HISTOGRAM acptave
ErrorBars=1
PolyMarker=*
Title=Away Region Charged pT Average (NChg > 0)
0	5	0.984619	0.008372
5	10	1.097828	0.010841
10	15	1.270614	0.016865
15	20	1.437161	0.020945
20	25	1.606906	0.027743
25	30	1.771939	0.036892
30	35	1.87319	0.0491
35	40	2.166247	0.07546
40	45	2.276723	0.088834
45	50	2.538655	0.150962
50	55	2.627952	0.137523
55	60	2.657019	0.141937
60	65	2.997993	0.207739
65	70	3.326541	0.303504
70	75	3.279669	0.285294
75	80	3.29984	0.259023
80	85	3.489132	0.371706
85	90	4.007693	0.498593
90	95	3.625865	0.380772
95	100	4.001531	0.436877
# END HISTOGRAM


# BEGIN HISTOGRAM tcptmax
ErrorBars=1
PolyMarker=*
Title=Toward Region Charged pT Maximum (NChg > 0)
0	5	1.26472	0.016567
5	10	1.3211	0.022684
10	15	1.367889	0.02665
15	20	1.390166	0.041797
20	25	1.458595	0.058912
25	30	1.480948	0.052377
30	35	1.534991	0.106695
35	40	1.556321	0.109647
40	45	1.723451	0.132304
45	50	1.642915	0.16517
50	55	1.65274	0.23566
55	60	1.543367	0.142685
60	65	1.888659	0.307539
65	70	1.538327	0.199495
70	75	1.878273	0.47051
75	80	1.954935	0.378772
80	85	1.743511	0.344723
85	90	2.156266	0.653224
90	95	2.123585	0.552999
95	100	2.528047	1.613327
# END HISTOGRAM

# BEGIN HISTOGRAM pcptmax
ErrorBars=1
PolyMarker=*
Title=Transverse Region Charged pT Maximum (NChg > 0)
0	5	1.289336	0.016893
5	10	1.325593	0.015486
10	15	1.445278	0.024467
15	20	1.538308	0.058603
20	25	1.593405	0.043954
25	30	1.73749	0.071508
30	35	1.761159	0.097422
35	40	1.850037	0.141158
40	45	1.911452	0.161787
45	50	1.969359	0.199656
50	55	2.013126	0.187737
55	60	2.15548	0.299941
60	65	2.141188	0.260937
65	70	2.513503	0.381959
70	75	2.942115	0.933515
75	80	2.443905	0.470712
80	85	2.728654	0.797302
85	90	2.450618	0.914335
90	95	1.94073	0.317366
95	100	2.587987	0.716815
# END HISTOGRAM

# BEGIN HISTOGRAM acptmax
ErrorBars=1
PolyMarker=*
Title=Away Region Charged pT Maximum (NChg > 0)
0	5	1.339714	0.016762
5	10	1.635515	0.0191
10	15	2.133847	0.032854
15	20	2.712774	0.044442
20	25	3.394932	0.080564
25	30	4.041536	0.118175
30	35	4.602731	0.16846
35	40	5.717539	0.235655
40	45	6.061238	0.268451
45	50	6.956539	0.373587
50	55	7.820367	0.480361
55	60	8.016521	0.523943
60	65	9.412107	0.801335
65	70	10.582969	1.059326
70	75	11.189622	1.215337
75	80	11.800685	1.04015
80	85	12.394446	1.518707
85	90	13.812913	1.818187
90	95	13.709188	1.735494
95	100	15.66572	2.132479
# END HISTOGRAM

